st_cnty_tract,cbsa_cd,cbsa_name,tot_safmr_vau,safmr_vau_share_occ_units
13089023210,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",603.63989,43.017918
13121006000,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",383.56,51.9729
13135050108,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",0,0
13117130507,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",46.200001,25.245901
13067030318,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",5.9200001,1.9799331
13097080602,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",183.08842,32.120777
13067031114,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",1348.12,45.163151
13121001100,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",627.5,27.951002
13121010206,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",38.17173,29.889627
13117130505,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",36.32,66.036362
13121009300,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",592.08252,68.024887
13063040204,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",899.10504,57.593708
13121000100,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",417.25186,45.468712
13135050208,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",498.46457,29.723587
13121009802,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",155.55592,24.837641
13113140207,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",682.35999,67.829025
13089021504,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",288.59842,15.918023
13151070310,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",50.560001,14.363637
13121008902,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",880.79089,27.319817
13013180501,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",260.41635,47.348427
13089023206,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",324.64844,39.494946
13097080102,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",771.48602,31.348476
13135050426,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",11.629532,6.4865956
13067030324,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",47.452129,43.138298
13089023419,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",135.60001,22.983051
13089023107,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",146.60001,26.178572
13077170305,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",838.12793,26.828678
13117130506,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",140.2,39.829544
13067030336,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",0,0
13085970202,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",129.93439,19.872335
13151070104,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",1217.822,56.198524
13057090702,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",804.42322,48.782486
13121009601,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",614.90002,49.389561
13067030222,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",33,12.35955
13135050529,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",354.49533,70.197098
13121003500,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",80.526123,8.2677917
13089023801,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",159.03897,35.567463
13121007100,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",286,49.912739
13067030233,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",21.120001,25.756098
13089021913,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",751.03998,41.265934
13045910703,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",714.57465,60.659988
13121007200,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",92.5,31.569965
13217100901,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",140.24001,24.821239
13117130410,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",307.62006,49.901108
13247060201,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",574.01489,95.111778
13121008601,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",1076.16,74.474739
13067030314,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",95.698502,35.842136
13057091006,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",19,13.970589
13067030333,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",41.208961,29.226213
13113140306,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",335.79999,27.59244
13159010100,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",35.763458,17.704681
13121010118,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",900.32684,57.240917
13089023310,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",1991.2,55.51157
13247060306,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",28.08,15.016043
13135050219,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",277.17096,45.770668
13063040526,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",241.2,22.647886
13013180401,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",72.998207,20.479866
13089023411,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",394.56,67.102043
13121000500,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",530.56879,37.180714
13135050205,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",264,28.356606
13151070114,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",1087.88,56.808357
13113140408,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",24,29.268293
13121011422,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",90.199997,16.252253
13297110504,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",676.59998,68
13089021805,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",275.3591,40.976055
13121010210,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",713.13135,66.399567
13089022204,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",866.2724,51.228409
13089023000,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",0,0
13121011303,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",928.41821,34.909927
13121011504,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",22.799999,40.708542
13121005700,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",250.32001,51.612373
13097080403,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",50,34.482758
13121008500,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",266.79999,51.30769
13063040203,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",318.74783,33.792374
13121010514,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",698.61707,34.785419
13135050725,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",162.50021,44.889561
13121011614,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",1673.7766,48.855125
13121010800,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",327.91058,27.632303
13151070109,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",27.621094,9.7720518
13135050536,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",149.09929,21.422312
13151070203,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",203.2,31.75
13135050720,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",31.876595,16.904554
13135050318,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",382.76001,39.623188
13135050308,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",13.288704,34.073601
13121010106,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",423.60001,48.633732
13159010200,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",49.515949,37.798435
13255161000,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",324.06512,78.466133
13121004900,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",210.24841,45.403362
13015960200,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",190.96817,23.078484
13223120303,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",31.280001,92
13297110508,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",103.24116,32.262863
13135050549,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",61.319847,15.17818
13013180103,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",287.96494,76.595741
13121010114,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",724,39.289726
13089021416,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",250.28,83.98658
13089022401,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",250.14452,31.924957
13067030904,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",435.78195,34.613338
13067031306,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",290.49899,37.006241
13121006200,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",170.60001,60.496456
13121011611,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",796.58911,41.18005
13097080506,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",256.12897,58.211128
13067030505,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",1229.6987,57.411762
13121001700,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",849.97998,37.052311
13121010211,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",58.249126,11.936296
13151070107,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",117.74718,37.739483
13121007806,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",419.36447,35.062298
13113140405,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",3.041914,3.1359937
13121004800,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",603.55164,77.683968
13067030408,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",188.33795,38.032558
13121010512,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",820.0462,35.623207
13121010108,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",174.76213,42.41758
13135050526,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",666.04456,63.252094
13089023213,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",550.79999,51.864407
13067030218,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",19,57.575756
13223120203,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",148.33076,41.909607
13063040622,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",256.60001,28.831461
13135050543,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",127.15796,23.679321
13089021503,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",544.79999,64.397163
13113140404,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",373.75836,51.481869
13113140102,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",44.201797,13.943785
13045911000,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",620.89581,54.49501
13013180205,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",233,37.459808
13121003200,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",131.52048,24.476627
13135050729,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",338.24127,59.340572
13015960802,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",529.20618,89.091949
13067030238,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",0.033756431,0.039680887
13255161200,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",456.43146,57.703091
13117130406,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",167.64,18.647387
13067030104,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",670.09979,85.474495
13171970100,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",146.53136,34.88842
13089023602,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",39.040001,14.144928
13121009000,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",112.67122,9.780488
13135050103,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",316.79999,23.124086
13121011417,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",143.02821,32.286278
13297110505,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",72.400002,51.714287
13247060304,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",377.65683,47.002415
13067030800,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",495.17773,56.008999
13089021307,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",91.346413,18.528685
13089022600,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",577.53839,53.809677
13121010208,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",784,66.666664
13067030335,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",0,0
13217100600,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",489.5907,50.473267
13117130607,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",48.240002,32.594597
13135050423,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",416.28119,24.705114
13121007900,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",127.57918,25.114012
13089022203,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",221.13045,28.129822
13121011619,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",672.34424,43.126637
13089021806,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",383.89243,32.473637
13063040621,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",241.03838,19.920527
13231010100,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",257.08414,55.16827
13121002800,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",383.78806,23.971771
13247060101,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",28,12.017167
13057091003,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",772.71515,46.04977
13067031309,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",67.204132,10.435424
13135050607,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",215.99007,30.208401
13067030103,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",193.68623,42.10537
13121009700,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",13.12,14.909091
13135050606,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",527.76001,32.964432
13015960102,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",235.0685,47.749992
13089022010,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",51.595825,23.561646
13117130504,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",119.2,52.743362
13089021301,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",313.77859,21.481329
13089021603,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",391.74402,32.429142
13121007400,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",707.72369,77.603996
13121006100,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",81.601639,14.863687
13057091103,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",194.38728,34.963161
13135050709,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",339.39999,45.07304
13135050317,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",975.40002,60.172733
13121008904,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",234.27425,30.26799
13063040408,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",486.35999,35.141617
13121009403,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",1574.7323,74.561188
13089023506,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",91.053391,14.361733
13121009502,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",790.46002,61.658348
13121012300,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",558.18384,71.653893
13089023214,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",364.60001,26.652048
13117130503,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",28.013409,13.151835
13067031312,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",146.8,15.387841
13121001400,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",366.95999,42.86916
13089023410,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",718.84003,63.333923
13121001202,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",786.96997,51.301823
13097080604,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",180.60001,26.875
13151070307,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",167.29866,57.098518
13135050523,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",759.38373,43.492767
13135050539,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",317.39999,29.525581
13057090502,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",26,28.571428
13067030107,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",19.901218,14.963193
13067030313,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",67.223206,14.905367
13067030310,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",157.3213,27.26539
13171970300,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",439.89087,54.917713
13089023306,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",42.10857,14.03619
13063040611,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",913.92346,55.795082
13089021602,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",229.32001,42.703911
13089021410,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",631.96558,51.295906
13231010300,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",99.294373,50.403236
13121011622,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",31.676231,9.0762844
13089021216,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",1554.1276,48.490719
13135050107,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",55.400002,30.108696
13121009501,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",57.380001,18.751635
13077170502,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",73,26.35379
13121010115,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",7.9385695,1.7025363
13135050538,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",46.080002,22.699509
13117130105,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",200.52,68.671234
13063040202,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",324.55048,55.300701
13121008102,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",1404.2826,72.798912
13121010301,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",461.28531,24.813055
13117130404,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",192.53734,47.690525
13121011427,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",102.06187,24.185841
13121011100,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",287.47427,62.223869
13089023501,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",245.08,33.572601
13013180503,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",174.12,60.249134
13121009603,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",1065.1575,45.566113
13117130403,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",139.00529,54.298943
13067031111,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",211.2,35.555553
13117130201,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",25.895966,17.736963
13113140203,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",96,41.201717
13063040522,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",453.30051,38.717377
13067030502,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",204.76265,49.103752
13089022008,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",1322.6066,72.830048
13121002900,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",232.64,29.825642
13135050726,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",122.61466,29.617067
13057091101,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",43.312698,10.589902
13067030312,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",105.6,23.783783
13121009900,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",401.05731,62.083176
13089020500,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",300.65598,45.48502
13089023113,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",432.16251,44.87669
13223120103,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",148.80035,32.000076
13089023102,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",456.70505,65.150505
13121006801,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",0,0
13057090100,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",271.9451,47.022041
13121006500,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",79.760002,14.31957
13135050105,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",529.87927,65.660248
13113140304,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",35.762638,9.5878382
13089023112,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",982.44,61.749844
13117130405,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",62.881462,50.627361
13067031115,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",105.64017,24.624748
13135050429,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",57.284313,17.048903
13135050211,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",1052,55.661377
13121007602,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",186.8,30.324677
13121005502,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",659.20001,72.519257
13217100300,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",562.59998,39.397758
13089021409,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",509.65927,40.969395
13151070501,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",426.92001,52.447178
13247060102,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",52.428211,14.05582
13089021218,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",1908.34,69.318558
13045910103,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",134.95778,40.046818
13121011000,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",386.50845,60.552109
13247060406,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",32.693604,13.129961
13135050605,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",218.08536,18.223211
13057090904,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",707.52002,65.571831
13211010100,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",43,45.744682
13089023314,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",280.80029,30.755783
13135050310,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",279.72,31.571106
13121011202,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",464.92001,39.941582
13121011800,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",205.53438,29.460112
13089023111,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",40.962841,15.815769
13057090200,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",155.35901,36.327301
13113140101,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",95.040001,27.789474
13089021102,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",604.56,42.907024
13089023803,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",237.75507,32.303677
13117130303,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",20,32.786884
13015960500,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",435.30719,41.716747
13143010301,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",66.250168,27.604237
13121007706,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",1064.4399,36.603851
13113140204,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",136.5425,31.680393
13067030507,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",53.959999,30.485876
13151070111,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",962,47.741936
13151070309,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",21,5.8495822
13089023209,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",8.1201,2.2888281
13121007001,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",422.87775,51.696545
13089021417,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",1082.637,67.412018
13247060407,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",80.855042,44.425846
13135050432,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",45.211685,9.681303
13067031505,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",142.25993,24.444687
13297110800,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",243.50362,51.69928
13121010001,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",224.91202,24.547859
13089023425,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",224.8,52.400932
13247060309,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",672.29999,36.340538
13067031110,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",235.28,44.14259
13135050547,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",105,22.568268
13121003900,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",183.49144,43.792706
13143010302,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",549.59479,51.214813
13067031116,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",550.01123,66.992844
13113140303,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",160.32001,49.027527
13117130608,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",9.6203651,7.3437901
13097080603,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",235.2,44.044945
13089023507,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",65.199997,17.863012
13097080510,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",172.8,40.563381
13121010107,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",0,0
13057090804,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",98.376015,43.722672
13135050534,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",281.35999,24.047861
13067030337,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",0,0
13089023311,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",70.621338,15.977678
13063040609,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",339.60001,32.067989
13063040415,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",1105.8473,56.057709
13063040606,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",193.2747,57.181866
13121010516,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",122.4873,11.383577
13149970300,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",201.3,54.701088
13151070106,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",116.10179,29.923141
13149970200,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",80.761276,36.709671
13015960902,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",114.2,33.29446
13067030412,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",689.71997,47.273472
13045910104,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",428,31.082062
13151070404,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",530.78333,62.079922
13063040514,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",928.0025,64.221626
13135050430,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",346.03311,49.825294
13117130302,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",55.999752,34.146343
13089022700,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",118.98563,42.158852
13135050304,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",731.0564,40.829212
13121006400,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",151.60001,74.67981
13063040523,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",260.32001,37.510086
13121008201,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",823.66797,59.256687
13121010121,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",176.60001,49.055557
13089021808,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",77.809692,20.739151
13077170404,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",41,17.826086
13015961000,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",177.27354,49.656456
13089021210,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",23,19.32773
13121010204,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",0,0
13045910900,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",193.14729,68.981178
13135050415,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",21.531162,9.2013512
13089023208,12060,"Atlanta-Sandy Springs-Alpharetta, GA ",607.59998,46.559383
