st_cnty_tract,cbsa_cd,cbsa_name,pov_pct,pov_cat,tot_safmr_vau
17043840202,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",3.0342038,Below 10%,24.163197
17097864307,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",2.4353876,Below 10%,104.9743
17031800700,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",1.2981904,Below 10%,6.7447677
18089042702,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",5.760735,Below 10%,348
17031061200,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",5.536993,Below 10%,254
18089042000,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",9.9716377,Below 10%,333.39999
17031700100,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",13.754839,10-19.9%,15.671428
17031826304,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",23.469387,20-29.9%,456.39362
17031170400,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",8.8832483,Below 10%,114.28
17097864515,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",0.53997123,Below 10%,0.092809588
17031670300,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",32.597107,30-39.9%,193
17031251100,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",27.846769,20-29.9%,518.96002
17031810301,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",9.8322363,Below 10%,363.22
17063000102,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",3.8796809,Below 10%,230.22665
17031813702,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",12.726498,10-19.9%,158.2
17031020302,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",7.0034213,Below 10%,327.20001
17031440800,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",36.967632,30-39.9%,303.12
17031812900,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",5.9953556,Below 10%,215.59215
18089042607,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",5.3209591,Below 10%,9
17031817500,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",11.743666,10-19.9%,620.59998
17031817600,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",14.573732,10-19.9%,313.20001
17097863005,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",,Missing,0
17097864516,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",3.7121384,Below 10%,64.720001
17097864206,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",9.825469,Below 10%,234.34845
17031671400,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",43.888889,40% or higher,36
17031040100,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",7.9303174,Below 10%,515.48401
17031250800,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",15.247525,10-19.9%,135.81886
17097864518,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",2.2990766,Below 10%,33.675373
17031830300,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",9.1624622,Below 10%,812.47998
17097864408,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",5.1623631,Below 10%,431.91083
17031062200,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",8.2670908,Below 10%,264.29999
17031823901,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",1.5565195,Below 10%,3.4228964
17031835500,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",54.254547,40% or higher,409.20001
17089854700,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",23.562059,20-29.9%,349.23999
17031821300,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",20.586134,20-29.9%,769.15076
17031670800,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",27.81955,20-29.9%,217
17097864700,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",4.1541986,Below 10%,0.014717541
17031831200,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",10.319259,10-19.9%,593.07867
17031530501,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",27.761135,20-29.9%,406.23999
17031530300,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",16.834423,10-19.9%,266.87708
17031828201,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",6.304287,Below 10%,292.60001
17031063000,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",7.0286574,Below 10%,803.90002
17031803610,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",15.116279,10-19.9%,882.70001
17031822101,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",11.971985,10-19.9%,90.160004
17043845506,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",15.74323,10-19.9%,434.15179
17031032100,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",19.63324,10-19.9%,2279.1001
17031222500,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",13.595934,10-19.9%,109.50367
17031530200,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",27.825693,20-29.9%,209.72
17097864802,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",4.6254749,Below 10%,93.453529
17097865000,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",2.3298883,Below 10%,12.815038
17031810400,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",2.6393471,Below 10%,64.814354
18127050405,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",2.754591,Below 10%,9
17031440900,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",18.019093,10-19.9%,263.16
17037000200,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",9.2624731,Below 10%,261.02386
17031161200,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",13.133718,10-19.9%,230
17031815300,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",3.3181696,Below 10%,136.39999
17031816900,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",4.8687425,Below 10%,44.670631
17031806104,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",22.280178,20-29.9%,1180.5601
17031710300,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",11.41161,10-19.9%,222.08
17197883517,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",6.3580427,Below 10%,95.279999
17031520200,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",24.322058,20-29.9%,468.79999
18089040802,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",13.151485,10-19.9%,81.800003
17031040202,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",20.179491,20-29.9%,1186.8771
17031520100,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",10.785865,10-19.9%,120.1406
17031800300,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",2.4273396,Below 10%,63
17097865200,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",12.661217,10-19.9%,358.04144
17197880410,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",7.3926415,Below 10%,16.35968
17031330200,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",10,10-19.9%,528.18591
17031829600,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",8.831522,Below 10%,189.08
17031810100,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",3.4832172,Below 10%,635.28003
17089852403,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",4.4400001,Below 10%,168.13329
17097861013,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",5.7506051,Below 10%,85.559998
17031804712,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",5.5505333,Below 10%,255.16
17089852101,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",4.2562695,Below 10%,0
17031828506,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",6.0083661,Below 10%,423.75583
17031730201,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",16.24305,10-19.9%,873.28387
17031071600,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",6.3484001,Below 10%,144.10001
17031600400,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",21.010445,20-29.9%,558.948
17031817300,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",21.908651,20-29.9%,185
17031830008,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",5.0927014,Below 10%,13.059008
17031818900,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",6.2986741,Below 10%,222.00674
18089020700,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",25.17292,20-29.9%,611.19586
17031834500,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",40.787624,40% or higher,199.34158
17031804311,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",7.260726,Below 10%,197.81317
17031490902,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",15.511551,10-19.9%,457.28
17031540102,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",47.611984,40% or higher,961.44
17197883215,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",2.7220442,Below 10%,201.4814
17097861803,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",6.4043417,Below 10%,618.88
17031490800,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",10.31941,10-19.9%,369.16
17031825802,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",17.176065,10-19.9%,154.28
17031070400,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",9.9707603,Below 10%,529.79999
17111870302,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",14.545863,10-19.9%,339.51999
17031818402,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",5.121799,Below 10%,313.52234
17089851302,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",17.886677,10-19.9%,225
17031480500,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",19.927927,10-19.9%,158.60001
17031833000,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",8.0572433,Below 10%,191.89999
17031480300,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",15.658363,10-19.9%,105.15491
17197880505,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",7.1265473,Below 10%,199
17031810600,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",9.4164734,Below 10%,462.20001
17031803606,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",21.054482,20-29.9%,1430
17031710500,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",30.798939,30-39.9%,594.35999
17097861201,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",9.4854507,Below 10%,326.29785
17031500100,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",10.006379,10-19.9%,502.80783
17031480200,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",16.169394,10-19.9%,110.08
17043845507,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",3.4682081,Below 10%,14.56
17031310600,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",9.2533045,Below 10%,708.15997
17031030300,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",17.711599,10-19.9%,823.29999
17197884005,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",12.07848,10-19.9%,22
17089851905,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",3.035641,Below 10%,36.475266
17031819300,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",5.3015752,Below 10%,137.28
17031818800,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",2.3290203,Below 10%,165.03999
17031020400,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",16.980209,10-19.9%,618.59998
17111870704,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",4.2981501,Below 10%,19.537516
17031170200,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",3.6785085,Below 10%,75.720001
17037000600,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",8.898387,Below 10%,624.32001
17031770901,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",5.1518059,Below 10%,131.74855
55059000602,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",6.0773482,Below 10%,868.52002
17031251700,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",20.175438,20-29.9%,112.88
17111870807,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",7.3948994,Below 10%,409.05383
17111871104,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",3.0276754,Below 10%,524.00018
17031813400,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",16.579323,10-19.9%,293.64001
17111871106,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",2.3831873,Below 10%,103.32008
17031805001,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",1.7997978,Below 10%,49
55059002500,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",7.4979172,Below 10%,91.00634
17097860810,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",9.6562262,Below 10%,289.44
17031440102,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",29.646698,20-29.9%,1124.6
17031620100,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",3.5454545,Below 10%,98.400002
17031440101,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",36.410255,30-39.9%,1759.92
17111871209,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",7.4208903,Below 10%,573.98193
17031610300,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",41.806198,40% or higher,863.90002
17043842603,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",3.6496348,Below 10%,227.79892
17031660800,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",25.842697,20-29.9%,1077.7935
17043846304,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",0.66679019,Below 10%,83.873314
17031804109,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",3.4363179,Below 10%,133.80286
17111871404,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",1.7192652,Below 10%,187.4247
17043845401,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",3.3898306,Below 10%,108.29047
17097860600,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",13.980511,10-19.9%,628.90918
17031570500,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",5.1125526,Below 10%,175.39999
18089040502,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",4.1965199,Below 10%,127.16
17031420300,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",29.469275,20-29.9%,289.60001
17097861008,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",7.2101955,Below 10%,228.44
17037000800,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",14.177726,10-19.9%,475.63892
17031828402,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",18.143101,10-19.9%,393.07678
17031140702,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",16.7733,10-19.9%,1035.8567
17043841108,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",12.56611,10-19.9%,67.340149
17031071200,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",11.998196,10-19.9%,285.10001
17031823001,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",15.988099,10-19.9%,837.56622
17031261000,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",19.563427,10-19.9%,276.79999
17093890102,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",3.3428304,Below 10%,373
17031806001,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",15.175236,10-19.9%,928.39429
17031803013,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",2.7307963,Below 10%,199.64
17031824702,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",18.919926,10-19.9%,257.04001
18089042503,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",12.111073,10-19.9%,443.48001
17043841901,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",0.52729666,Below 10%,0
17031827901,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",12.532367,10-19.9%,5
17043840910,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",7.4412532,Below 10%,109.62643
17097860301,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",23.617834,20-29.9%,137.64
17031818700,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",3.7663047,Below 10%,37.730648
55059002904,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",8.1482811,Below 10%,255.15129
17031828000,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",9.8407831,Below 10%,476.12
17043846209,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",4.4309669,Below 10%,54.68018
17097862100,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",19.740437,10-19.9%,578.27539
18089041700,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",19.766251,10-19.9%,167
17031810502,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",3.7742207,Below 10%,278.79999
17031420500,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",34.782608,30-39.9%,580.40002
17031825304,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",7.1968827,Below 10%,215.08
17031820606,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",13.412817,10-19.9%,118.93102
17197883206,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",5.4253182,Below 10%,296.88
17031814800,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",5.8178754,Below 10%,589.20001
17031020801,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",12.564316,10-19.9%,840.44
17031050200,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",3.8377008,Below 10%,368.64001
17031251200,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",11.443876,10-19.9%,203.75999
18089010600,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",31.762066,30-39.9%,89.199997
17031260400,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",22.536348,20-29.9%,262.76001
17097864407,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",1.7125684,Below 10%,0.24927256
17031411100,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",11.678832,10-19.9%,134.59616
17197881115,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",2.651989,Below 10%,45.599998
17031825504,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",2.2509003,Below 10%,436.31262
17031800800,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",10.362694,10-19.9%,32.257084
17031810302,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",4.9356222,Below 10%,180.78
17097862603,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",9.7301245,Below 10%,1078.484
17031830007,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",14.203332,10-19.9%,862.18921
17197880107,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",16.394472,10-19.9%,147.96001
17089854504,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",4.027833,Below 10%,81
17031221300,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",26.123129,20-29.9%,648.15997
17043846522,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",1.6533333,Below 10%,196.52
18089042606,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",14.383137,10-19.9%,341.44
17097863902,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",5.9404254,Below 10%,338.89999
18089020200,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",16.378117,10-19.9%,193.45563
17031825200,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",10,10-19.9%,0
17031820902,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",13.322259,10-19.9%,60.959999
17031825000,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",3.3282242,Below 10%,457.53979
17031063303,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",7.7118645,Below 10%,206.8
17031824900,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",21.15708,20-29.9%,147.89949
17031420700,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",41.573467,40% or higher,381.39999
17031150300,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",4.4079752,Below 10%,774.73486
17031010400,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",23.746264,20-29.9%,1231.16
17031814100,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",11.944005,10-19.9%,430.32001
17031491200,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",14.070891,10-19.9%,104.08
17097860500,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",18.433851,10-19.9%,342.23999
17031826401,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",19.285915,10-19.9%,165.39999
17031821102,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",10.24735,10-19.9%,185.92
17043846405,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",7.0366645,Below 10%,193.01797
18127051007,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",5.556294,Below 10%,0
17089852700,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",5.4735994,Below 10%,747.66461
55059001500,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",17.20154,10-19.9%,228.04843
17089854200,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",32.045124,30-39.9%,412.20001
17031030601,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",14.995318,10-19.9%,1392.4851
18127050604,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",2.2346506,Below 10%,15.621423
17097863701,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",7.3401737,Below 10%,266.84
18127050509,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",6.3076177,Below 10%,28.610901
17031811701,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",27.872398,20-29.9%,308.80023
17043843000,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",8.1511841,Below 10%,339.78949
18127050506,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",10.169763,10-19.9%,280.60001
18127050505,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",14.666193,10-19.9%,17.028809
18127050402,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",14.741081,10-19.9%,208.50719
17031630500,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",16.184971,10-19.9%,558.43408
17031611000,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",31.323011,30-39.9%,132.84175
17031842300,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",10.79391,10-19.9%,258.84921
17031020701,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",10.87963,10-19.9%,96.559998
17031490901,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",39.24992,30-39.9%,312.56
17031829401,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",32.460732,30-39.9%,63
17031819600,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",3.6655786,Below 10%,41.240002
17031020901,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",22.751324,20-29.9%,784.28003
17031390200,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",11.674899,10-19.9%,106.88
17031030101,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",18.788862,10-19.9%,1222.7
17043845100,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",10.679283,10-19.9%,119.28
17031580200,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",16.270454,10-19.9%,177.5
17031832100,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",15.73918,10-19.9%,910.29999
17043845509,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",1.3892827,Below 10%,42.82135
17031220300,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",2.6420739,Below 10%,178.96001
17031803701,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",9.097661,Below 10%,338.29999
17031770500,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",27.776495,20-29.9%,129.15263
17031804404,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",6.6701226,Below 10%,55
17031808400,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",5.226481,Below 10%,83.400002
17043842704,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",7.0322952,Below 10%,437.85065
17031836300,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",33.294323,30-39.9%,245.88
17031760802,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",15.95066,10-19.9%,123.68
17031031200,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",28.851992,20-29.9%,2135.0801
17031050700,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",9.8600931,Below 10%,156.17911
17031811800,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",4.9055161,Below 10%,53.799999
17197882702,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",8.3905964,Below 10%,499.63016
17031691500,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",48.001999,40% or higher,438.72
17031830004,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",11.494768,10-19.9%,194.8176
17031040300,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",14.429764,10-19.9%,270.00455
17031813900,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",14.487199,10-19.9%,413.92001
17031802505,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",14.396385,10-19.9%,1183.8009
17031842900,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",43.268906,40% or higher,812
18089041800,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",11.784089,10-19.9%,396.98434
17043844306,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",10.523561,10-19.9%,133.17108
17031770700,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",10.237988,10-19.9%,467.51999
17031816300,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",19.269777,10-19.9%,158.9352
17031802403,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",5.0632911,Below 10%,36.309765
17031710200,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",30.530083,30-39.9%,684.96002
17031040900,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",5.0660791,Below 10%,526.90515
17031819802,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",1.5675241,Below 10%,20
17031050300,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",5.22686,Below 10%,193.52
18111100500,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",6.0837765,Below 10%,122.52003
17031050800,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",0.62543434,Below 10%,71.440002
17031150200,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",15.996283,10-19.9%,764.26282
17031830201,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",13.094003,10-19.9%,816.1106
17031805401,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",2.6337793,Below 10%,206.99747
17031220901,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",7.8391275,Below 10%,407.15842
17031802610,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",2.5666337,Below 10%,6.1271043
17031610400,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",20.39958,20-29.9%,228.39999
17031051100,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",5.1572976,Below 10%,175.75999
18089042402,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",14.10679,10-19.9%,194.16
17031822000,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",6.9842739,Below 10%,317.56
17031826100,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",15.894553,10-19.9%,337.20001
17031031501,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",47.646679,40% or higher,1179.6
17031061901,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",18.100359,10-19.9%,1669.6
17031720100,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",11.554622,10-19.9%,0
17111871108,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",4.2773857,Below 10%,25.846575
17031820101,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",4.0200343,Below 10%,146.48877
17031610800,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",7.607995,Below 10%,27.5
17031062300,16980,"Chicago-Naperville-Elgin, IL-IN-WI ",5.0640635,Below 10%,97.5
